# form	capitalised	lower-case	works — tools/names.py
# proper names the corpus capitalises, reduced to the lemma. They go
# in as `np`, so the nominal track and nothing else.
жаттықсам	3	0	1
жақаштың	3	0	1
жаңаберген	3	0	1
жаңбырбай	3	0	1
жаңқаш	3	0	1
жаһатпен	3	0	1
жегіңді	3	0	2
жекейдің	3	0	1
жекең	3	0	1
желмаядан	3	0	1
жемшікше	3	0	1
жетістірем	3	0	1
жеңілмейміз	3	0	1
жолаушымен	3	0	1
жолдағушы	3	0	2
жолмұқан	3	0	1
жорабек	3	0	2
жортармысың	3	0	1
жорғабек	3	0	1
жоқтату	3	0	1
жоңқабай	3	0	1
жылағанында	3	0	2
жылысбай	3	0	2
жылқайдар	3	0	1
жындандым	3	0	1
жырлағанға	3	0	1
жібермеспін	3	0	2
жүзгендердің	3	0	1
жүйріктерден	3	0	1
жүкесі	3	0	1
жұманнан	3	0	1
жұпармен	3	0	1
жәбірлейтіндей	3	0	1
жәніш	3	0	1
жәутікті	3	0	1
жөлекке	3	0	1
жөңгір	3	0	1
задабек	3	0	1
заид	3	0	2
зайкүл	3	0	1
зайс	3	0	1
зайтунға	3	0	3
зарландым	3	0	1
зағаров	3	0	1
зағипаға	3	0	1
зағира	3	0	1
зевстің	3	0	1
зинаға	3	0	1
зияға	3	0	1
зояның	3	0	1
зікірдинге	3	0	1
зүбайдаға	3	0	2
зәбира	3	0	2
зәкіржан	3	0	1
зәли	3	0	1
зәравшан	3	0	1
иақұд	3	0	1
иерусалимдегі	3	0	1
изенбайдың	3	0	1
измаилов	3	0	1
изобильный	3	0	1
имантайұлы	3	0	1
интизар	3	2	2
интурист	3	0	1
ирамбағы	3	0	3
исабаевтың	3	0	3
исаке	3	0	1
исмайылды	3	0	1
ишеке	3	0	1
иығымыздан	3	0	1
иісмайлап	3	0	1
иғтиқад	3	0	1
йасин	3	0	2
кафия	3	0	2
кекиді	3	0	1
кекш	3	0	1
кекілің	3	0	1
кемелтай	3	0	1
кемшілігіңмен	3	0	1
кенеусізді	3	0	1
кенжемен	3	0	1
кенжеқара	3	0	1
кереметпен	3	0	1
керіскендей	3	0	1
кесең	3	0	1
кетірерсің	3	0	1
кешіргейсің	3	0	1
ковальчук	3	0	1
колизей	3	0	2
коломонның	3	0	1
компартиясы	3	0	1
конституциясын	3	0	2
коровочкин	3	0	1
кремльде	3	0	1
кремльдің	3	0	1
курагин	3	0	1
курганов	3	0	1
кіжінумен	3	0	1
күдербай	3	0	1
күдіріс	3	0	1
күйеутас	3	0	1
күлеке	3	0	1
күлеміз	3	0	1
күнайым	3	4	5
күндебай	3	0	1
күнетай	3	0	1
күнімжан	3	0	1
күреңбел	3	0	2
күштері	3	21	5
кәдірбаевтың	3	0	1
кәззаптарға	3	0	1
кәкиманың	3	0	1
кәкім	3	0	1
кәрімбайға	3	0	1
кәусардың	3	0	1
көбектің	3	0	1
көбіктінің	3	0	2
көкаяқты	3	0	1
көкжаулыққа	3	0	1
көкжендеттің	3	0	1
көкиық	3	0	1
көксағым	3	0	1
көксаңдағын	3	0	1
көксерекке	3	0	1
көктайрақ	3	0	1
көктеректегі	3	0	1
көктөбеге	3	0	2
көлқайнарға	3	0	2
көмейіңе	3	0	1
көмпиме	3	0	1
көтібақтан	3	0	1
көшекең	3	0	1
левитан	3	0	1
лепсінің	3	0	1
лорка	3	0	1
лысенконың	3	0	1
люда	3	0	1
лұхман	3	0	1
лұқман	3	0	3
лұқпанды	3	0	1
мадрас	3	0	1
майлыаяқ	3	0	1
майсасыры	3	0	1
майсор	3	0	1
майтас	3	0	1
макагон	3	0	1
маклаков	3	0	1
малайсары	3	0	1
малатияға	3	0	1
малсыздарды	3	0	1
мамайдан	3	0	1
мамырбай	3	0	1
мамырәлі	3	0	1
марданның	3	0	1
мауараннахрда	3	0	1
махфұз	3	0	2
мағила	3	0	1
маһшарда	3	0	1
медеттің	3	0	1
мекайілді	3	0	2
мекеден	3	0	2
мекетайдай	3	0	1
мекең	3	0	2
метжанның	3	0	1
мешітбай	3	0	2
меңдіқарасын	3	0	1
миколай	3	0	1
миталдың	3	0	1
митнинский	3	0	1
миығыңды	3	0	1
молдаш	3	0	1
молжан	3	0	1
молчалин	3	0	1
момынбай	3	0	1
монтансынып	3	0	2
моулади	3	0	1
мурджиалар	3	0	1
мухаддимат	3	0	2
мынауысы	3	0	1
мынауыңның	3	0	1
мырзашты	3	0	1
мырзағали	3	0	1
мырқымбаймен	3	0	1
мысығың	3	0	1
мінайдар	3	0	1
мүслиманы	3	0	1
мұздыбек	3	0	1
мұзойнақта	3	0	1
мұнаууара	3	0	2
мұхамет	3	0	1
мұхарап	3	0	1
мұқитқа	3	0	2
мұқтасарға	3	0	2
мұңлысы	3	0	1
мәдеш	3	0	1
мәжнүнге	3	0	2
мәжнүні	3	0	1
мәжікенге	3	0	1
мәлкеев	3	0	1
мәніке	3	0	2
мәртін	3	0	3
мәугіл	3	0	1
мәһрабтың	3	0	1
мөдидің	3	0	1
мөңкеге	3	0	1
мөңкені	3	0	1
мөһірлеп	3	0	3
навои	3	0	1
назаровтың	3	0	1
назикасын	3	0	1
назыр	3	0	2
намырдың	3	0	1
нарымбай	3	0	1
нарымбет	3	0	1
нарқыз	3	2	2
наубахар	3	0	1
нағим	3	0	1
несси	3	0	1
нешеулердің	3	0	1
нешеуінің	3	0	1
ниагара	3	0	1
ниетқабыл	3	0	1
ницше	3	0	2
нілдің	3	0	1
нүрбүбі	3	0	1
нүрлан	3	0	2
нұрбөпе	3	0	1
нұрманға	3	0	1
нұртуған	3	0	1
нұршаның	3	0	1
нұрғазарын	3	0	2
нұғыман	3	0	2
нәбік	3	0	1
нәдия	3	0	1
нәзеннің	3	0	1
нәріктің	3	0	2
нәсірден	3	0	2
нәңкүр	3	0	2
нөсербай	3	0	1
обатұғын	3	0	1
одағындағы	3	0	1
ожарға	3	0	1
оймышқа	3	0	1
олардай	3	0	3
олжабекке	3	0	1
олжеке	3	0	1
омаштың	3	0	1
омейя	3	0	2
ормалы	3	0	1
ормақайға	3	0	1
орынбурұх	3	0	1
орғылап	3	0	1
осиповтың	3	0	1
отрар	3	0	2
отырарда	3	0	1
ошыржап	3	0	1
оңтүстігім	3	0	1
оңғардың	3	0	1
пазырық	3	0	1
паллас	3	0	1
парламентте	3	3	3
парламентіне	3	0	1
партияның	3	40	8
паршаны	3	0	1
перизаттың	3	0	1
петерборда	3	0	2
пимаңды	3	0	1
преснядағы	3	0	1
пірзада	3	0	1
пәреге	3	0	1
райжан	3	0	1
райниді	3	0	1
райымжан	3	0	2
раяның	3	0	2
рейхенбах	3	0	2
роджерс	3	0	1
романовскийдің	3	0	1
рудакиден	3	0	2
ршыман	3	0	1
рысжан	3	0	2
рязановқа	3	0	1
рұмның	3	0	2
сабаулады	3	0	1
сабырыңның	3	0	1
садағың	3	0	1
садратул	3	0	1
садықтың	3	0	1
сайгүліктің	3	0	1
сайда	3	46	3
сайрамда	3	0	1
самырат	3	0	1
сандалтқаның	3	0	1
сандықтас	3	0	1
сапаров	3	0	1
сапақтың	3	0	1
сапбас	3	0	1
сарбасты	3	0	1
сарбұлақтың	3	0	1
сармаев	3	0	1
сарыбаевтың	3	0	2
сарыекең	3	0	1
сарыжорға	3	0	1
сарышаян	3	0	1
сауырсына	3	0	1
саяттың	3	0	2
сағалбай	3	0	1
сағынбасқа	3	0	1
сағырбай	3	0	1
сақсынып	3	0	1
сақыпзада	3	0	1
саққұлаққа	3	0	1
сейпілмәлік	3	0	2
сейт	3	2	1
сейтім	3	0	1
сейілдер	3	0	1
сейілхан	3	0	1
сельский	3	0	1
семсерлердің	3	0	1
сман	3	0	1
содия	3	0	1
сотников	3	0	1
соқпайсың	3	0	1
спасск	3	0	1
спид	3	0	2
сылантып	3	0	3
сымбатың	3	0	2
сымекеңді	3	0	1
сырдаймыз	3	0	1
сізбенен	3	0	1
сүйкімбай	3	0	1
сүйтседағы	3	0	1
сүйіндікті	3	0	1
сұрағанды	3	0	1
сұрлақпен	3	0	1
сәбең	3	0	1
сәлеметсіз	3	0	1
сәмбет	3	0	1
сәнтайдың	3	0	1
сәтімбай	3	0	1
сәулеленді	3	0	1
сөйлемесем	3	0	2
сөмет	3	0	1
табытың	3	0	1
тайдырмас	3	0	1
тайсойған	3	0	1
тайырдан	3	0	1
тайырдың	3	0	1
талайыңды	3	0	1
тамсанар	3	0	1
танагөз	3	0	1
таналары	3	0	1
таптатты	3	0	1
таразидың	3	0	1
тартатұғын	3	0	1
тарқатыпты	3	0	2
тасболатты	3	0	1
таспесе	3	0	1
тастанбектің	3	0	2
таукеңе	3	0	1
таусоғардың	3	0	1
тағатқа	3	0	1
тағылы	3	0	1
тақсырға	3	0	1
таңаттың	3	0	1
таңжұлдызы	3	0	1
таңқыбайдың	3	0	1
текебай	3	0	1
текей	3	0	1
телтай	3	0	1
темеш	3	0	2
теміркені	3	0	1
теміршенің	3	0	1
тибетте	3	0	1
тисінші	3	0	1
тихов	3	0	2
тозғындады	3	0	1
тойғанымның	3	0	1
толғантар	3	0	1
толқынай	3	0	1
томарлылырағынан	3	0	1
торғ	3	0	1
тоғайбай	3	0	2
тоғаң	3	0	1
тоқберген	3	0	1
тоқбибі	3	0	1
тоқсанбайдың	3	0	1
тоқтемір	3	0	1
тоңбайын	3	0	1
транзей	3	0	1
троицкіде	3	0	2
тыныстары	3	0	1
тізелескен	3	0	1
тілеков	3	0	1
тілеуберген	3	0	1
тілештің	3	0	1
тістесет	3	0	1
түбірлілірегінен	3	0	1
түгелбайдың	3	0	1
түкенің	3	0	1
түргендегі	3	0	1
түрксибті	3	0	1
түрткенінен	3	0	1
түсіңнен	3	0	1
тұмарбай	3	0	1
тұнығымды	3	0	2
тұранда	3	0	1
тұраннан	3	0	2
тұрап	3	0	1
тұрманжанов	3	0	1
тұрсынбайға	3	0	1
тәжіктің	3	0	1
тәке	3	0	1
тәтіш	3	0	1
тәңірегіне	3	0	1
төлеубекпен	3	0	1
төлеутаев	3	0	1
төрекелдінің	3	0	1
төремді	3	0	1
төсегің	3	0	1
төстікке	3	0	1
уағыдам	3	0	2
уақас	3	0	1
угрюмов	3	0	1
ушықтырған	3	0	1
уәлінің	3	0	2
фазылдың	3	0	3
фаллахтың	3	0	1
фарұс	3	0	1
филон	3	0	2
хамитке	3	0	1
ханбибі	3	0	2
хасратыңда	3	0	1
хатуны	3	0	2
хатымның	3	0	2
хаям	3	0	1
хақназардың	3	0	2
хикметтің	3	0	2
хорасанда	3	0	1
христостың	3	0	2
христосқа	3	0	1
читара	3	0	1
шабанбайдың	3	0	1
шабытыма	3	0	1
шағатайға	3	0	1
шақырмаса	3	0	1
шаһарярым	3	0	1
шаһбазды	3	0	1
шерияздан	3	0	2
шетіндей	3	0	1
шешейін	3	0	1
шиашылар	3	0	1
шива	3	0	1
шодырдың	3	0	1
шортандының	3	0	1
шыман	3	0	2
шымырай	3	0	1
шілтендер	3	0	1
шүйделері	3	0	1
шұрқылтайдан	3	0	1
шұғылдың	3	0	1
шұһбат	3	0	1
шәймерден	3	0	1
шәкизат	3	0	1
шәмшидің	3	0	1
шәріпке	3	0	1
шәріпхан	3	0	2
шөбек	3	0	1
шөгірліге	3	0	3
шөгірлінің	3	0	3
шөкеңнің	3	0	1
ыбраһым	3	0	2
ыбыраш	3	0	1
ызаменен	3	0	1
ырсалды	3	0	3
ырымбек	3	0	1
ырыскелді	3	0	1
ырғайты	3	0	1
ысрапыл	3	0	2
ысхақ	3	0	2
ықшылбай	3	0	1
эвклидтің	3	0	1
яксарты	3	0	1
ямин	3	0	1
яхия	3	0	2
іздеушің	3	0	1
іледен	3	0	1
ілекең	3	0	3
іншікте	3	0	1
ісірібі	3	0	1
ғабдол	3	0	2
ғадунбану	3	0	1
ғазали	3	0	2
ғайыперенқырықшілтен	3	0	1
ғаля	3	0	1
ғарибулла	3	0	1
ғарышты	3	0	1
ғасим	3	0	1
ғасым	3	0	2
ғатау	3	0	1
ғатеке	3	0	1
ғимади	3	0	1
ғимай	3	0	1
ғұлғалалар	3	0	1
ғұнқасты	3	0	1
қабылдың	3	0	1
қабырғаңда	3	0	1
қабірінде	3	0	2
қадес	3	0	1
қадырдың	3	0	2
қадірбек	3	0	2
қажыбай	3	0	1
қазакстан	3	0	2
қазалыда	3	0	1
қазтай	3	0	1
қайраумен	3	0	1
қайсарбай	3	0	1
қайсарды	3	0	1
қаламқасты	3	0	2
қаламүшті	3	0	1
қалармысың	3	0	1
қалаубек	3	0	1
қалдан	3	2	5
қалдар	3	2	2
қалдықыз	3	0	2
қалекеш	3	0	1
қалекең	3	0	1
қалқұтыны	3	0	1
қамалбек	3	0	1
қамам	3	0	1
қамыскөлдің	3	0	3
қанатжан	3	0	1
қануж	3	0	1
қаныпез	3	0	1
қапанды	3	0	1
қапанның	3	0	1
қапарбайдың	3	0	1
қаппенен	3	0	1
қарайласпай	3	0	1
қаракөзге	3	0	1
қарамола	3	0	2
қараханды	3	0	1
қарағыма	3	0	2
қарағұлдың	3	0	1
қарақатын	3	0	1
қарымбайдың	3	0	1
қарқаралыға	3	0	2
қасиетіңнен	3	0	1
қастасқан	3	0	1
қасымжан	3	0	1
қасыммен	3	0	1
қасымхан	3	0	1
қасымәлі	3	0	1
қасқарау	3	0	1
қасқырменен	3	0	1
қатон	3	0	2
қауашақтан	3	0	1
қауынбай	3	0	1
қауқаңдап	3	0	1
қашқаридің	3	0	1
қашқарға	3	0	1
қаңбақшал	3	0	2
қаңлының	3	0	1
қисықсың	3	0	1
қияластың	3	0	1
қожаберген	3	0	2
қожанасырды	3	0	1
қожанасырға	3	0	1
қожаштың	3	0	1
қожағайды	3	0	1
қожақан	3	0	2
қожаққа	3	0	2
қожаңасыр	3	0	1
қозыбағаров	3	0	1
қойбағардың	3	0	1
қорд	3	0	1
қосабек	3	0	1
қосан	3	0	1
қосбармақ	3	0	1
қосболатқа	3	0	1
қоскөлдің	3	0	1
қоштасудан	3	0	1
қошқарұлы	3	0	1
қуанай	3	0	1
қуанышбайдың	3	0	1
қушоқының	3	0	1
қыбыршыған	3	0	1
қыдыралы	3	0	1
қыдырға	3	0	2
қызбелдің	3	0	1
қызылбике	3	0	1
қызырдың	3	0	3
қызырға	3	0	3
қызыққам	3	0	1
қыртиғандар	3	0	1
қыстаубай	3	0	1
қысылмаңыз	3	0	1
қысыңнан	3	0	1
құлагері	3	0	1
құладындай	3	0	1
құлахмет	3	0	2
құлақтыны	3	0	1
құлбатыр	3	0	2
құлжан	3	0	1
құлтума	3	0	1
құраштың	3	0	1
құрақбайдың	3	1	1
құрбановтың	3	0	2
құрышпен	3	0	1
құспан	3	0	2
құтадғу	3	0	3
құтылық	3	0	1
үгедей	3	0	1
үдербайдың	3	0	1
үйгентасқа	3	0	1
үйсінді	3	0	1
үйсінмін	3	0	1
үкітайдың	3	0	1
үмітбай	3	0	1
үміткерміз	3	0	2
үрләпия	3	0	1
үрікпедім	3	0	1
үрімнің	3	0	2
үсейін	3	0	1
ұйымы	3	38	9
ұлберген	3	0	1
ұлытаудың	3	0	1
ұмытыппын	3	0	1
ұстайтындар	3	0	1
ұғындырар	3	0	1
әбудің	3	0	2
әбунәсірдің	3	0	1
әдхам	3	0	1
әдхан	3	0	1
әділғазыны	3	0	1
әзәзілден	3	0	1
әзәлда	3	0	2
әкімшілігі	3	9	5
әлдекей	3	0	1
әлиша	3	0	1
әлкен	3	0	1
әлпеттері	3	0	2
әлханбек	3	0	1
әлімқара	3	0	1
әлімұлы	3	0	2
әліпбай	3	0	1
әмзе	3	0	2
әмірбегінен	3	0	1
әміріңнен	3	0	2
әндижандағы	3	0	1
әруақтанған	3	0	1
әріпбек	3	0	1
әсемнің	3	0	1
әсеттей	3	0	1
әсимаға	3	0	1
әужанға	3	0	1
әукеңнің	3	0	1
әуреленбе	3	0	1
өзербай	3	0	1
өзіңдікін	3	0	1
өктегенге	3	0	1
өкінбесең	3	0	1
өлеңтінің	3	0	1
өліге	3	0	1
өмекейдің	3	0	1
өреновты	3	0	1
өсекең	3	0	1
өсекшіні	3	0	1
өсиеттен	3	0	1
өске	3	0	1
өтеуәлі	3	0	1
өткеліңе	3	0	1
өткендерден	3	0	1
абайда	2	0	1
абылқайыр	2	0	1
айбекке	2	0	1
айбосын	2	0	1
айдаболов	2	0	1
айтқазы	2	0	1
алуаш	2	0	1
аманкүл	2	0	1
анарбек	2	0	1
арысқа	2	5	1
асанбаев	2	0	1
асуан	2	0	1
асқат	2	0	1
асқат	2	0	1
атантаев	2	0	1
атырауға	2	0	2
ахметова	2	0	2
аязбай	2	0	2
аяған	2	24	3
ағарыс	2	0	1
ақбаян	2	0	1
ақбике	2	0	1
ақдидар	2	0	1
ақмолда	2	0	1
ақтөбеге	2	0	1
ақшұқыр	2	0	1
бабур	2	0	1
байназаров	2	0	1
байназаров	2	0	1
байтенов	2	0	1
байқадам	2	0	1
байқоңырға	2	0	1
балабек	2	0	1
балайым	2	0	1
балымай	2	1	1
батыржан	2	0	1
бейсебай	2	0	1
бекасыл	2	0	1
бексұлу	2	0	2
беркімбай	2	0	2
берлинді	2	0	1
биғали	2	0	1
болатбаев	2	0	1
болысбек	2	0	1
боранбек	2	0	1
бразилияда	2	0	1
бұхарбай	2	0	1
бөлеген	2	10	4
бөрібек	2	0	1
вашингтонда	2	0	1
гауһартас	2	2	1
гүлбахрам	2	0	1
гүлдариға	2	0	1
дауыт	2	0	2
демьян	2	0	1
дүйсебек	2	0	1
ербұлан	2	0	1
еркеболат	2	0	1
еркенов	2	0	2
еркінбек	2	0	1
еркінбек	2	0	1
есеналы	2	0	1
есентаев	2	0	2
ештай	2	0	2
жайдарбек	2	0	1
жанбосынов	2	0	1
жаныбек	2	0	1
жарылқап	2	22	5
жақаш	2	0	1
жаңабек	2	0	1
жаңаөзенде	2	0	1
жаңбыршы	2	0	1
жаңылсын	2	2	1
жаңылсын	2	2	1
жаңылған	2	9	1
жексембай	2	0	1
жидебайда	2	0	2
жүсіпова	2	0	1
захар	2	0	1
захар	2	0	1
зейн	2	0	1
зейнел	2	0	1
иманалы	2	0	1
исабаев	2	0	1
исабаев	2	0	1
исмайл	2	0	1
исхақ	2	0	2
киевте	2	0	1
кубрин	2	0	1
күлжан	2	0	1
күлзира	2	0	1
күлзия	2	0	1
күмісбай	2	0	2
кәмелетке	2	15	4
кәрібек	2	0	1
көкшетаудағы	2	0	2
көпжасаров	2	0	2
ләйлім	2	0	2
ләйлім	2	0	2
мадридте	2	0	1
майқапшағай	2	0	1
маржанкүл	2	0	1
махсұт	2	0	1
меңдігүл	2	0	1
молдабектің	2	0	1
мырзаш	2	0	1
мұсабай	2	0	1
мұхаммад	2	0	1
мұхаммет	2	0	1
мұқаметжан	2	0	1
мұқатай	2	0	1
мұқтар	2	0	1
мәдинә	2	0	1
нүркен	2	0	1
нұраддин	2	0	1
нұраділ	2	0	1
нұрман	2	0	1
нұрманов	2	0	2
нұрмаш	2	0	1
олжабек	2	0	1
оразқұл	2	0	1
оралдағы	2	0	1
оспанәлі	2	0	1
оспанәлі	2	0	1
отарбек	2	0	1
