# form	capitalised	lower-case	works — tools/names.py
# proper names the corpus capitalises, reduced to the lemma. They go
# in as `np`, so the nominal track and nothing else.
шадияров	0	0	0
шадманов	0	0	0
шаимов	0	0	0
шаихов	0	0	0
шайбалы	0	4	2
шайбеков	0	0	0
шайгуль	0	0	0
шайдаров	0	0	0
шайдолла	0	0	0
шайдулла	0	0	0
шайдуллин	0	0	0
шайжанов	0	0	0
шайзадаев	0	0	0
шайзат	0	0	0
шайзат	0	0	0
шайкуль	0	0	0
шаймагамбетов	0	0	0
шайманов	0	0	0
шаймардан	0	0	0
шаймарданов	0	0	0
шаймаханов	0	0	0
шайменов	0	0	0
шаймергенов	0	0	0
шаймердинов	0	0	0
шаймұрат	0	0	0
шайсултанов	0	0	0
шайханов	0	0	0
шайхиев	0	0	0
шайхимов	0	0	0
шайхин	0	0	0
шайхислам	0	0	0
шайхов	0	0	0
шакаев	0	0	0
шакарим	0	0	0
шакаримов	0	0	0
шакаров	0	0	0
шакеров	0	0	0
шакиза	0	0	0
шакимов	0	0	0
шакиржанов	0	0	0
шакиртов	0	0	0
шакуов	0	0	0
шакура	0	0	0
шалабаев	0	0	0
шалабаев	0	0	0
шалаев	0	0	0
шалбаев	0	0	0
шалбаев	0	0	0
шалгимбаев	0	0	0
шалгинбаев	0	0	0
шалданбаев	0	0	0
шалдарбек	0	0	0
шалдыбаев	0	0	0
шалкарбек	0	0	0
шалов	0	0	0
шалтаев	0	0	0
шалхар	0	0	0
шалхаров	0	0	0
шалқарбай	0	0	0
шалқарұлы	0	0	0
шамалғанда	0	0	0
шаманов	0	0	0
шамаров	0	0	0
шамбилов	0	0	0
шамбулов	0	0	0
шамгунов	0	0	0
шаметов	0	0	0
шамиев	0	0	0
шамилов	0	0	0
шамишев	0	0	0
шамов	0	0	0
шамсуди	0	0	0
шамуратов	0	0	0
шамшагул	0	0	0
шамшагуль	0	0	0
шамшадин	0	0	0
шамшадинов	0	0	0
шамшаев	0	0	0
шамшатов	0	0	0
шамшетов	0	0	0
шамшиденов	0	0	0
шамшидин	0	0	0
шамшидинов	0	0	0
шамширак	0	0	0
шамұрат	0	0	0
шанаев	0	0	0
шанаққа	0	1	1
шангереев	0	0	0
шанжархан	0	0	0
шаншаров	0	0	0
шаншархан	0	0	0
шапатов	0	0	0
шапенов	0	0	0
шапиев	0	0	0
шарапатов	0	0	0
шарапиев	0	0	0
шарафутдинов	0	0	0
шарбұлақ	0	0	0
шардарбек	0	0	0
шардарбеков	0	0	0
шаригул	0	0	0
шаригуль	0	0	0
шариза	0	0	0
шаризада	0	0	0
шаризат	0	0	0
шаримов	0	0	0
шарипбай	0	0	0
шарипбеков	0	0	0
шарипханов	0	0	0
шарифа	0	3	2
шария	0	0	0
шариякуль	0	0	0
шаркул	0	0	0
шаркуль	0	0	0
шархан	0	0	0
шархат	0	0	0
шатаев	0	0	0
шатанов	0	0	0
шатырбаев	0	0	0
шаукенов	0	0	0
шауменов	0	0	0
шаухаров	0	0	0
шафаг	0	0	0
шахабаев	0	0	0
шахаев	0	0	0
шахарбану	0	0	0
шахаризада	0	0	0
шахаров	0	0	0
шахатов	0	0	0
шахдияр	0	0	0
шахерезада	0	0	0
шахзат	0	0	0
шахзод	0	0	0
шахзода	0	0	0
шахида	0	0	0
шахиза	0	0	0
шахизада	0	0	0
шахизат	0	0	0
шахислам	0	0	0
шахкерім	0	0	0
шахкәрім	0	0	0
шахло	0	0	0
шахманов	0	0	0
шахмардан	0	0	0
шахметов	0	0	0
шахмина	0	0	0
шахмұрат	0	0	0
шахназ	0	0	0
шахназа	0	0	0
шахназар	0	0	0
шахнияз	0	0	0
шахноза	0	0	0
шахнур	0	0	0
шахнұр	0	0	0
шахризада	0	0	0
шахризат	0	0	0
шахрияр	0	0	0
шахриёр	0	0	0
шахсанам	0	0	0
шахсұлтан	0	0	0
шаһкерім	0	0	0
швейкин	0	0	0
швейцарияны	0	0	0
шевцов	0	0	0
шевцовты	0	0	0
шегебаев	0	0	0
шегенов	0	0	0
шегірбаева	0	0	0
шежін	0	0	0
шейхислам	0	0	0
шекенов	0	0	0
шекербек	0	0	0
шекербеков	0	0	0
шекеркул	0	0	0
шекеркуль	0	0	0
шекеров	0	0	0
шекерхан	0	0	0
шектибаев	0	0	0
шектыбаев	0	0	0
шелл	0	0	0
шенгелбаев	0	0	0
шенгельбаев	0	0	0
шенген	0	0	0
шералиев	0	0	0
шералы	0	0	0
шереметьево	0	0	0
шерехан	0	0	0
шерзад	0	0	0
шерзат	0	0	0
шерзод	0	0	0
шериев	0	0	0
шеримбетов	0	0	0
шеримов	0	0	0
шериязданов	0	0	0
шерниязов	0	0	0
шертаев	0	0	0
шерубаев	0	0	0
шерубайнұра	0	0	0
шерьязданов	0	0	0
шетпедегі	0	0	0
шехризат	0	0	0
шидерті	0	0	0
шиелідегі	0	0	0
шильдебаев	0	0	0
шиналиев	0	0	0
шинар	0	0	0
шинарай	0	0	0
шинаркуль	0	0	0
шинасилов	0	0	0
шингис	0	0	0
шингисов	0	0	0
шингисхан	0	0	0
шинибеков	0	0	0
шинкаренко	0	0	0
шинтаев	0	0	0
шинтасов	0	0	0
шинтемиров	0	0	0
ширинбек	0	0	0
ширинбеков	0	0	0
ширингул	0	0	0
ширингуль	0	0	0
ширинкул	0	0	0
ширинкуль	0	0	0
шишигиналар	0	0	0
шманов	0	0	0
шналиев	0	0	0
шнар	0	0	0
шнара	0	0	0
шодиёна	0	0	0
шодиёр	0	0	0
шойбек	0	0	0
шойбеков	0	0	0
шойынбаев	0	0	0
шойынбет	0	0	0
шоканов	0	0	0
шоланов	0	0	0
шолпанай	0	0	0
шолпанбаев	0	0	0
шолпанкулов	0	0	0
шолпанкуль	0	0	0
шоманов	0	0	0
шонаев	0	0	0
шони	0	0	0
шонов	0	0	0
шонтаев	0	0	0
шопанов	0	0	0
шорабаев	0	0	0
шорабек	0	0	0
шорабеков	0	0	0
шораев	0	0	0
шораев	0	0	0
шорин	0	0	0
шортанбаев	0	0	0
шортандыдағы	0	0	0
шотабаев	0	0	0
шотанов	0	0	0
шохаев	0	0	0
шохан	0	0	0
шоханов	0	0	0
шохрух	0	0	0
шохсанам	0	0	0
шпаковский	0	0	0
шпекбаев	0	0	0
шубаев	0	0	0
шудабаев	0	0	0
шукаев	0	0	0
шуканов	0	0	0
шукеев	0	0	0
шукирбаев	0	0	0
шукурбаев	0	0	0
шукуров	0	0	0
шулаков	0	0	0
шулембаев	0	0	0
шуленов	0	0	0
шулпан	0	0	0
шуменов	0	0	0
шунаев	0	0	0
шураев	0	0	0
шуренов	0	0	0
шурин	0	0	0
шурманов	0	0	0
шутьев	0	0	0
шухрат	0	0	0
шушаев	0	0	0
шуғыла	0	0	0
шымболат	0	0	0
шымкенттік	0	0	0
шымшаһарда	0	0	0
шымырбаев	0	0	0
шымқалада	0	0	0
шынайым	0	0	0
шыналиев	0	0	0
шынара	0	0	0
шынарай	0	0	0
шынарбек	0	0	0
шынаргул	0	0	0
шынаргуль	0	0	0
шынаргүл	0	0	0
шынаркул	0	0	0
шынаркуль	0	0	0
шынаркүл	0	0	0
шынберген	0	0	0
шынбергенов	0	0	0
шынгис	0	0	0
шынгисхан	0	0	0
шынгысбаев	0	0	0
шындалиев	0	0	0
шындос	0	0	0
шындәулет	0	0	0
шынтаев	0	0	0
шынтаев	0	0	0
шынтасов	0	0	0
шыныбаев	0	0	0
шыныбеков	0	0	0
шынғыс	0	0	0
шынғысхан	0	0	0
шырайкул	0	0	0
шырынбек	0	0	0
шырынбеков	0	0	0
шырынгуль	0	0	0
шырынкуль	0	0	0
шырынхан	0	0	0
шыңтас	0	0	0
шыңғысұлы	0	0	0
шүкежанова	0	0	0
шүкенов	0	0	0
шүкірбай	0	0	0
шүлбі	0	0	0
шұбайқызыл	0	0	0
шұбайқызылым	0	0	0
шұқырбұлақ	0	0	0
шәкеновтың	0	0	0
шәмшиденова	0	0	0
шәмшиева	0	0	0
шәмшия	0	0	0
шәріпбай	0	0	0
шәріпбек	0	0	0
шәріпұлының	0	0	0
ыбраев	0	0	0
ыбрай	0	0	0
ыбырайұлы	0	0	0
ылғар	0	0	0
ырзабек	0	0	0
ырысай	0	0	0
ырысбай	0	0	0
ырысгул	0	0	0
ырысгуль	0	0	0
ырысгүл	0	0	0
ырысдаулет	0	0	0
ырысдәулет	0	0	0
ырыскуль	0	0	0
ырыскүл	0	0	0
ырысхан	0	0	0
ырысқали	0	0	0
ысқақова	0	0	0
ыхлас	0	0	0
эвелина	0	0	0
эвордс	0	0	0
эвордске	0	0	0
эгамбердиев	0	0	0
эгиева	0	0	0
эдгар	0	0	0
эдик	0	0	0
эдиль	0	0	0
эйжас	0	0	0
эйжэ	0	0	0
эйрбас	0	0	0
элана	0	0	0
элбек	0	0	0
элвира	0	0	0
элдар	0	0	0
элдор	0	0	0
элеанора	0	0	0
элиана	0	0	0
элизат	0	0	0
элимханов	0	0	0
элина	0	0	0
элиф	0	0	0
элия	0	0	0
эллина	0	0	0
элмира	0	0	0
элмурод	0	0	0
элнур	0	0	0
элнура	0	0	0
эльанора	0	0	0
эльвина	0	0	0
эльдана	0	0	0
эльдар	0	0	0
эльдарұлы	0	0	0
эльдияр	0	0	0
эльдос	0	0	0
эльенора	0	0	0
эльжан	0	0	0
эльзада	0	0	0
эльзана	0	0	0
эльзара	0	0	0
эльзира	0	0	0
эльман	0	0	0
эльмар	0	0	0
эльмир	0	0	0
эльмира	0	0	0
эльмира	0	0	0
эльмурат	0	0	0
эльназ	0	0	0
эльнар	0	0	0
эльнара	0	0	0
эльнора	0	0	0
эльнур	0	0	0
эльнура	0	0	0
эльонора	0	0	0
эльтон	0	0	0
эльтондағы	0	0	0
эльхан	0	0	0
эльянора	0	0	0
элянора	0	0	0
элёр	0	0	0
эмджи	0	0	0
эмина	0	0	0
эмир	0	0	0
эмира	0	0	0
эмирлан	0	0	0
эмирхан	0	0	0
эмманюэль	0	0	0
эмомали	0	0	0
эндира	0	0	0
эпине	0	0	0
эрали	0	0	0
эрбол	0	0	0
эргаш	0	0	0
эргашев	0	0	0
эргашов	0	0	0
эржан	0	0	0
эржигит	0	0	0
эркин	0	0	0
эркинбек	0	0	0
эркинов	0	0	0
эрлан	0	0	0
эрмек	0	0	0
эрмитаждан	0	0	0
эрнар	0	0	0
эсма	0	0	0
эсманур	0	0	0
эсманұр	0	0	0
эсмира	0	0	0
эфиопиядағы	0	0	0
эфтехар	0	0	0
юбилейный	0	0	0
югра	0	0	0
юделькис	0	0	0
юкия	0	0	0
юлдаш	0	0	0
юлдашев	0	0	0
юлдашева	0	0	0
юлдашов	0	0	0
юлдуз	0	0	0
юлиана	0	0	0
юлианна	0	0	0
юниверсити	0	0	0
юнусов	0	0	0
юсуп	0	0	0
юсуп	0	0	0
юсупбаев	0	0	0
юсупбеков	0	0	0
ютьюб	0	0	0
ютьюбта	0	0	0
ямина	0	0	0
ямур	0	0	0
янайкин	0	0	0
янгибаев	0	0	0
яркова	0	0	0
яромир	0	0	0
ярослава	0	0	0
ясина	0	0	0
ясира	0	0	0
ясмин	0	0	0
ясмина	0	0	0
яссина	0	0	0
ясын	0	4	2
яхияев	0	0	0
ідіріс	0	0	0
ідірісов	0	0	0
ізбасаров	0	0	0
ізбасқан	0	0	0
ізберген	0	0	0
ізтай	0	0	0
ізтелеу	0	0	0
ізтілеу	0	0	0
ізтұрған	0	0	0
ізтұрғанов	0	0	0
ізімов	0	0	0
ізғали	0	0	0
ілесбай	0	0	0
ілесбек	0	0	0
ілиас	0	0	0
ільяс	0	0	0
іляс	0	0	0
інжумаржан	0	0	0
інкар	0	0	0
іргебаеваның	0	0	0
іңкар	0	0	0
іңкәрім	0	5	2
іңкәрға	0	1	1
ғабдулла	0	0	0
ғабидулла	0	0	0
ғабитов	0	0	0
ғабитов	0	0	0
ғабитұлы	0	0	0
ғаділбек	0	0	0
ғаділжан	0	0	0
ғазезов	0	0	0
ғазизов	0	0	0
ғазизхан	0	0	0
ғазизұлы	0	0	0
ғазинұр	0	0	0
ғайникамал	0	0	0
ғалима	0	0	0
ғалымбекұлы	0	0	0
ғалымжанов	0	0	0
ғалымжанұлы	0	0	0
ғалымов	0	0	0
ғалымқызының	0	0	0
ғалымұлы	0	0	0
ғамзат	0	0	0
ғанибек	0	0	0
ғаниев	0	0	0
ғания	0	0	0
ғаниұлы	0	0	0
ғарифулла	0	0	0
ғарышкерлер	0	1	1
ғасырбек	0	0	0
ғасыржан	0	0	0
қабден	0	0	0
қабденов	0	0	0
қабдол	0	0	0
қабдрахман	0	0	0
қабдраш	0	0	0
қабдулла	0	0	0
қабдығали	0	0	0
қабиден	0	0	0
қабидолла	0	0	0
қабиев	0	0	0
қаблан	0	1	1
қабланбек	0	0	0
қабылбеков	0	0	0
қабылет	0	0	0
қадесов	0	0	0
қадылбеков	0	0	0
қадырбеков	0	0	0
қадырқұл	0	0	0
қадырәлі	0	0	0
қадіржан	0	0	0
қажиденовтер	0	0	0
қажмұхан	0	0	0
қажыгелді	0	0	0
қажыкелді	0	0	0
қажымухан	0	0	0
қажымұхан	0	0	0
қажытай	0	0	0
қазавиаатқару	0	0	0
қазавиаспас	0	0	0
қазавтожол	0	0	0
қазавтоөндірістің	0	0	0
қазагро	0	0	0
қазагроқаржы	0	0	0
қазарсенал	0	0	0
қазарсеналда	0	0	0
қазақавтодор	0	0	0
қазақавтожол	0	0	0
қазақстандықтарды	0	0	0
қазақстанымызда	0	0	0
қазақстанымыздағы	0	0	0
қазақстанымызды	0	0	0
қазбекұлы	0	0	0
қазгидромет	0	0	0
қазез	0	0	0
қазиева	0	0	0
қазихан	0	0	0
қазкен	0	0	0
қазмаркет	0	0	0
қазмедиа	0	0	0
қазсушар	0	0	0
қазфосфат	0	0	0
қазыбекби	0	0	0
қазыбеков	0	0	0
қазынагүл	0	0	0
қазэкспорт	0	0	0
қаирбек	0	0	0
қаиржан	0	0	0
қайназар	0	0	0
қайнарбек	0	0	0
қайратов	0	0	0
қайратұлы	0	0	0
қайрбай	0	0	0
қайрбек	0	0	0
қайржан	0	0	0
қайролла	0	0	0
қайрулла	0	0	0
қайрғали	0	0	0
қайсарбек	0	0	0
қайсарұлы	0	0	0
қайшақұдық	0	0	0
қайырболат	0	0	0
қайырденұлы	0	0	0
қайыржанов	0	0	0
қайыржанұлы	0	0	0
қайырғазы	0	0	0
қайырғалиев	0	0	0
қалабаев	0	0	0
қалбатау	0	0	0
қалбибі	0	0	0
қалдарбеков	0	0	0
қалдаров	0	0	0
қалдыбаев	0	0	0
қалдыбеков	0	0	0
қалдыбеков	0	0	0
қалдыбекұлы	0	0	0
қалдыгүл	0	0	0
қалдыкүл	0	0	0
қалжанов	0	0	0
қалжігіт	0	0	0
қалиасқаров	0	0	0
қалиақпар	0	0	0
қалибай	0	0	0
қалибеков	0	0	0
қалида	0	0	0
қалиева	0	0	0
қалимаш	0	0	0
қалиолла	0	0	0
қалиұлы	0	0	0
қалмахан	0	0	0
қалмаханбет	0	0	0
қалмағанбет	0	0	0
қалмағанбетов	0	0	0
қалтаев	0	0	0
қалыбаев	0	0	0
қалыбеков	0	0	0
қалымбек	0	0	0
қалымбет	0	0	0
қалымбетов	0	0	0
қалымжан	0	0	0
қалымтай	0	0	0
қалықұл	0	0	0
қамарсұлу	0	0	0
қаматаев	0	0	0
қамбарата	0	0	0
қамбаш	0	0	0
қами	0	0	0
қамит	0	0	0
қамшыбек	0	0	0
қамшыбек	0	0	0
қанапин	0	0	0
қанапияұлы	0	0	0
қанатбаев	0	0	0
қанатбек	0	0	0
қанатбек	0	0	0
қанатбеков	0	0	0
қанатбекұлы	0	0	0
қанатов	0	0	0
қанатқали	0	0	0
қанатұлы	0	0	0
қанағатов	0	0	0
қанжарбек	0	0	0
қанзада	0	0	0
қани	0	0	0
қанибай	0	0	0
қанибек	0	0	0
қаниев	0	0	0
қансұлу	0	0	0
қаныбеков	0	0	0
қанымкүл	0	0	0
қапанов	0	0	0
қапаров	0	0	0
қаппар	0	0	0
қапшағайда	0	0	0
қапшағайға	0	0	0
қарабеков	0	0	0
қаражыра	0	0	0
қаракөзайым	0	0	0
қараманұлы	0	0	0
қарасаев	0	0	0
қарасудағы	0	0	0
қаратеңіздік	0	0	0
қаратүп	0	0	0
қарахат	0	0	0
қарашығанаққа	0	0	0
қарағандылық	0	0	0
қарақия	0	0	0
қарақойшиев	0	0	0
қарақұлов	0	0	0
қараөзен	0	0	0
қараөзенге	0	0	0
қаржаубаев	0	0	0
қарин	0	0	0
қарлыбай	0	0	0
қарлыгаш	0	0	0
қарсыбек	0	0	0
қарталыдан	0	0	0
қарылғаш	0	0	0
қасенов	0	0	0
қасиетова	0	0	0
қаскелеңде	0	0	0
қаскелеңдегі	0	0	0
қасымжанов	0	0	0
қасымжомарт	0	0	0
қасымханов	0	0	0
қасымханұлы	0	0	0
қасымұлы	0	0	0
қахарман	0	0	0
қашқынбай	0	0	0
қизат	0	0	0
қинаят	0	0	0
қиясов	0	0	0
қобылова	0	0	0
қожаахмет	0	0	0
қожабаев	0	0	0
қожабеков	0	0	0
қожамберлиеваның	0	0	0
қожамұрат	0	0	0
қожанова	0	0	0
қожантай	0	0	0
қожасай	0	0	0
қожахан	0	0	0
қожахметованың	0	0	0
қозыбаев	0	0	0
қойташ	0	0	0
қойшыбек	0	0	0
қойшыман	0	0	0
қойшығұл	0	0	0
қонарбай	0	0	0
қонысбаев	0	0	0
қонысбай	0	0	0
қонысбай	0	0	0
қонысбек	0	0	0
қонысбек	0	0	0
қонысбеков	0	0	0
қонысов	0	0	0
қорғанбаев	0	0	0
қосаев	0	0	0
қосжанов	0	0	0
қосмамбетов	0	0	0
қостанайдағы	0	0	0
қостанайлық	0	0	0
қосшыда	0	0	0
қосшығұлов	0	0	0
қошанов	0	0	0
қошанов	0	0	0
қошқаров	0	0	0
қошқаровқа	0	0	0
қоқымов	0	0	0
қоңырбаев	0	0	0
қоңырбаев	0	0	0
қоңқабаевқа	0	0	0
қуанбай	0	3	2
қуанбек	0	0	0
қуандықұлы	0	0	0
қуанов	0	0	0
қуанов	0	0	0
қуантаев	0	0	0
қуанышбеков	0	0	0
қуанышбекұлы	0	0	0
қуанышкүл	0	0	0
қуанышов	0	0	0
қуанышқали	0	0	0
қуанышқалиев	0	0	0
қуанышқалиев	0	0	0
қуанышқызы	0	0	0
қуанышұлы	0	0	0
қуанғали	0	0	0
қуатбай	0	0	0
қуатбайқызы	0	0	0
қуатбеков	0	0	0
қуатжан	0	0	0
қуатов	0	0	0
қуатұлы	0	0	0
қудайберген	0	0	0
қулыкөл	0	0	0
қундыз	0	0	0
қуралай	0	0	0
қыдыржан	0	0	0
қыдыров	0	0	0
қыдырхан	0	0	0
қызайбек	0	0	0
қыздаргүлмен	0	0	0
