# stem	patterns	forms	book-weight	bare — tools/discover.py
# candidates held back for being one letter from an entry. Most are
# that entry misspelt; some are words with an unlucky neighbour.
шалғ	4	3	24	0
ізле	6	5	24	0
ішта	5	4	24	0
айтал	7	6	23	0
аңқат	4	4	23	0
аспаһа	6	5	23	0
әбдірай	3	3	23	0
бегә	3	3	23	0
екіба	5	4	23	0
есб	6	5	23	0
жабғ	5	5	23	0
жемса	6	6	23	0
инструментт	6	7	23	0
кенорн	7	5	23	0
клапро	3	3	23	0
қанл	3	3	23	0
қасбо	6	3	23	0
қөр	13	9	23	0
қызыме	3	3	23	0
митин	8	4	23	0
мұсылманл	6	6	23	0
олты	3	3	23	0
проек	8	5	23	0
рецеп	10	6	23	0
сидо	4	3	23	0
таңерте	3	4	23	0
үшта	4	4	23	0
шта	7	5	23	0
ышқ	5	7	23	0
юлиа	4	3	23	0
әрха	5	5	22	0
байкі	3	3	22	0
боқба	5	5	22	0
бұя	8	4	22	0
бірә	4	4	22	0
вейма	4	4	22	0
казақс	9	3	22	0
каторгі	3	3	22	0
каузал	12	6	22	0
кваке	14	8	22	0
критери	7	4	22	0
қәзі	4	3	22	0
құлманбе	3	3	22	0
медға	3	3	22	0
ментал	10	4	22	0
полюст	5	6	22	0
фев	3	3	22	0
гасто	4	3	21	0
елжа	4	4	21	0
ешуақ	4	3	21	0
жаха	5	4	21	0
капе	10	7	21	0
конфлик	13	7	21	0
көксұ	4	3	21	0
қоңыра	4	4	21	0
лоя	6	5	21	0
мино	3	3	21	0
разме	3	3	21	0
сұқсұ	4	3	21	0
сценари	8	5	21	0
табжыл	5	3	21	0
таубұз	6	6	21	0
тұржа	3	3	21	0
шошынт	5	4	21	0
шұбара	3	3	21	0
шығал	6	6	21	0
ықтыя	7	8	21	0
ылағ	8	5	21	0
азх	5	5	20	0
алұ	3	4	20	0
әлімұл	4	3	20	0
басыбай	9	5	20	0
бәдиғы	10	10	20	0
биназ	3	3	20	0
бөріба	3	3	20	0
бұнл	5	5	20	0
гавриловн	3	3	20	0
дейү	5	4	20	0
елба	4	3	20	0
жаго	3	3	20	0
жанқұ	5	4	20	0
жиенә	3	3	20	0
көзбай	6	3	20	0
көсемса	3	3	20	0
қабде	4	3	20	0
қабыле	3	3	20	0
қансұл	4	4	20	0
қаныше	5	4	20	0
құтжа	4	3	20	0
мемелеке	3	3	20	0
өздерінік	7	4	20	0
рба	3	3	20	0
самыра	3	3	20	0
сарто	3	3	20	0
сурыл	3	3	20	0
ұлықұ	5	5	20	0
хұнх	7	7	20	0
шеттел	4	4	20	0
азимха	3	3	19	0
айре	3	3	19	0
андже	13	6	19	0
әбіржі	5	4	19	0
бекто	4	4	19	0
гүләнда	5	5	19	0
дасту	12	7	19	0
ефра	3	3	19	0
жайқатыл	6	3	19	0
игна	4	4	19	0
кайте	7	7	19	0
кұбыл	4	4	19	0
күңіре	6	6	19	0
құрл	3	3	19	0
лашке	9	7	19	0
ойжай	5	5	19	0
омі	3	3	19	0
өзл	3	4	19	0
өзтемі	5	5	19	0
пинда	3	3	19	0
пристан	5	4	19	0
сауке	4	4	19	0
сердә	4	4	19	0
сойе	5	5	19	0
сүйі	3	3	19	0
ұшығ	4	3	19	0
үлгеріл	8	5	19	0
хараз	4	4	19	0
шағда	3	3	19	0
шаңқа	4	4	19	0
айтұ	3	3	18	0
акк	5	4	18	0
аме	3	3	18	0
антитез	13	8	18	0
байдік	5	3	18	0
байті	5	3	18	0
башл	4	5	18	0
баяндү	3	3	18	0
белба	6	4	18	0
бента	3	3	18	0
боспо	5	5	18	0
гимназис	6	3	18	0
диюле	6	6	18	0
дұшпанл	8	8	18	0
есекмер	5	4	18	0
жанто	4	4	18	0
жарг	3	3	18	0
жасқұ	3	3	18	0
жүзл	3	3	18	0
заманл	5	5	18	0
ибраһ	5	5	18	0
кағ	6	4	18	0
келеа	5	4	18	0
кемба	4	3	18	0
концеп	10	6	18	0
кіріңкіре	3	4	18	0
қабылданыл	9	6	18	0
қарж	6	6	18	0
қел	5	4	18	0
қушоқ	4	4	18	0
лағ	3	3	18	0
мадра	4	3	18	0
майко	3	3	18	0
макбе	3	3	18	0
мәшіңке	8	7	18	0
мұреке	3	3	18	0
нұрба	3	3	18	0
релик	7	4	18	0
саршата	4	4	18	0
сәуке	5	4	18	0
старшинда	4	4	18	0
теңле	6	5	18	0
түрғы	4	4	18	0
хайб	5	5	18	0
һайя	3	3	18	0
шиырыл	6	3	18	0
шоққай	5	5	18	0
штирн	6	6	18	0
эфо	10	6	18	0
айдарқа	4	3	17	0
айтуұ	3	3	17	0
ақзе	3	3	17	0
бабалықұ	3	3	17	0
байқада	5	5	17	0
бақбер	3	3	17	0
биса	4	4	17	0
болі	8	5	17	0
габдулл	3	3	17	0
госпитал	5	3	17	0
гэсэ	3	3	17	0
ғака	4	4	17	0
ғалымл	5	5	17	0
дунх	7	5	17	0
жолба	3	3	17	0
каді	4	5	17	0
князде	5	5	17	0
колө	5	5	17	0
көкез	5	3	17	0
курда	4	3	17	0
кінәлә	8	7	17	0
қеңе	3	4	17	0
қуқана	3	3	17	0
материял	9	4	17	0
мәнек	6	6	17	0
нигилис	6	3	17	0
нұрғай	4	4	17	0
октавиа	4	3	17	0
өйе	5	4	17	0
өтебайұ	3	3	17	0
роялис	6	3	17	0
сәнуа	7	7	17	0
серіл	4	3	17	0
сөле	5	5	17	0
тасб	5	3	17	0
тұрегел	6	3	17	0
тье	3	3	17	0
уолте	4	4	17	0
үмбетл	3	5	17	0
феодо	3	3	17	0
шабданұ	3	3	17	0
шаһарба	4	3	17	0
шәме	4	3	17	0
аббо	4	4	16	0
ақсү	3	3	16	0
алдаж	3	3	16	0
алтынба	3	3	16	0
анғарт	4	3	16	0
ахма	3	3	16	0
бағл	4	4	16	0
бригаді	8	7	16	0
дув	4	4	16	0
изми	3	3	16	0
ико	4	3	16	0
иркутскі	5	5	16	0
каража	4	4	16	0
кли	6	5	16	0
көлтау	5	4	16	0
креб	4	4	16	0
күздікү	3	3	16	0
күнха	5	5	16	0
күңірс	3	3	16	0
кісінік	6	3	16	0
қанбиб	3	3	16	0
қылза	4	4	16	0
лахо	4	4	16	0
левита	4	3	16	0
манку	4	3	16	0
методис	11	6	16	0
министі	10	6	16	0
монополис	7	4	16	0
мусо	3	3	16	0
нәуба	3	3	16	0
өгізта	4	4	16	0
перуа	3	3	16	0
романис	5	3	16	0
сарыке	5	5	16	0
сарықұ	3	4	16	0
себепл	3	3	16	0
себептел	3	3	16	0
сепи	4	4	16	0
сүзілт	3	3	16	0
тарза	4	3	16	0
туспе	5	3	16	0
шамырық	8	5	16	0
шарига	3	3	16	0
яфе	3	3	16	0
ағажү	3	3	15	0
айто	5	5	15	0
әржақ	8	4	15	0
барал	6	6	15	0
бәже	5	5	15	0
бүркітбайұ	3	3	15	0
геодезис	6	3	15	0
еркөк	3	3	15	0
жауырн	5	4	15	0
жераст	5	4	15	0
койта	5	4	15	0
кұбы	4	4	15	0
қазақтік	4	3	15	0
қазанбұз	4	3	15	0
қараа	3	3	15	0
қиі	6	5	15	0
қызылқа	3	3	15	0
қызылші	4	3	15	0
лтипа	3	3	15	0
максималис	6	3	15	0
мәга	3	3	15	0
мәнж	3	4	15	0
модернис	7	4	15	0
нурта	4	3	15	0
өтегенұ	3	3	15	0
паркт	3	3	15	0
приа	4	4	15	0
саптая	9	4	15	0
суғын	3	3	15	0
судъя	11	6	15	0
төленг	3	3	15	0
тэрн	4	4	15	0
ұқша	7	6	15	0
феминис	6	3	15	0
шәнт	5	5	15	0
шыныра	3	3	15	0
ыхла	5	4	15	0
энциклопедис	10	5	15	0
эфе	5	4	15	0
аждаһ	4	4	14	0
айдах	3	3	14	0
әбуғалиұ	3	3	14	0
әпе	4	4	14	0
әса	4	3	14	0
батал	8	4	14	0
бауырма	8	4	14	0
бейж	6	4	14	0
бозанш	5	5	14	0
елтеб	4	3	14	0
ермо	4	3	14	0
жаби	4	4	14	0
жансе	3	3	14	0
жәк	4	5	14	0
жылк	4	4	14	0
зоове	3	3	14	0
йара	5	5	14	0
керто	3	3	14	0
кыды	3	3	14	0
қанжу	4	4	14	0
қонтаж	3	3	14	0
қурыл	3	3	14	0
құлмә	3	3	14	0
мике	3	3	14	0
оппортунис	8	4	14	0
пәше	3	3	14	0
салто	5	5	14	0
санатори	5	4	14	0
сарпалда	3	3	14	0
сөнге	5	4	14	0
тайто	4	5	14	0
ұрысс	4	4	14	0
ұшқ	6	5	14	0
хазіретл	4	4	14	0
ханте	4	4	14	0
ықс	4	3	14	0
іренж	3	3	14	0
абылха	3	3	13	0
айназ	3	3	13	0
ақжай	3	3	13	0
аласапыра	4	4	13	0
анно	3	3	13	0
арнұ	3	3	13	0
әтре	3	3	13	0
байпат	3	3	13	0
бәлніс	5	3	13	0
берб	3	3	13	0
биқа	5	4	13	0
битаб	5	5	13	0
болатұ	4	3	13	0
бұлұ	4	3	13	0
бүла	4	4	13	0
гильо	4	3	13	0
гүлхан	5	5	13	0
еңгіз	4	5	13	0
жидеке	3	3	13	0
идиолек	10	5	13	0
интернационалис	6	3	13	0
конспек	4	4	13	0
корқ	5	4	13	0
көбента	3	3	13	0
кұрба	4	3	13	0
кұш	8	5	13	0
күнелті	5	4	13	0
ленинс	10	5	13	0
магистрал	11	3	13	0
майқай	4	4	13	0
мауля	3	3	13	0
мауыз	9	5	13	0
мәдә	3	3	13	0
мәрма	3	3	13	0
мырзаке	4	4	13	0
нәсе	5	4	13	0
өтә	3	3	13	0
рахме	3	3	13	0
сәнс	3	3	13	0
сәпе	4	3	13	0
сербе	5	5	13	0
тайж	3	3	13	0
тафси	5	3	13	0
ташл	5	5	13	0
террорис	6	3	13	0
түрма	6	4	13	0
тірікл	3	3	13	0
урарт	3	3	13	0
филис	9	5	13	0
формал	8	4	13	0
хиша	3	3	13	0
шолт	3	3	13	0
ықл	3	3	13	0
энтузиас	6	3	13	0
ақнұ	3	3	12	0
апана	3	3	12	0
апполо	4	3	12	0
апс	4	4	12	0
әубас	6	3	12	0
әшімбайұ	3	3	12	0
бекба	4	4	12	0
бекл	5	5	12	0
биа	4	4	12	0
бойн	4	3	12	0
бұяғ	6	4	12	0
гүлфа	6	6	12	0
дескейр	8	6	12	0
ежігел	10	5	12	0
зақұ	3	3	12	0
иғла	5	5	12	0
изве	4	4	12	0
ильха	4	4	12	0
командо	4	4	12	0
кочега	8	5	12	0
күлбарш	6	3	12	0
қанке	6	6	12	0
мато	3	3	12	0
мәжеке	4	4	12	0
мәкә	3	3	12	0
миқа	4	3	12	0
мүшірікл	5	5	12	0
мыты	7	5	12	0
наданл	4	4	12	0
наубах	4	4	12	0
нәсеке	4	4	12	0
ниеттел	3	3	12	0
ноғайт	3	3	12	0
олқ	6	4	12	0
осте	3	3	12	0
патшай	3	4	12	0
рбая	5	4	12	0
сави	5	3	12	0
сәла	3	3	12	0
слоте	6	6	12	0
стеллаж	8	4	12	0
степановн	3	3	12	0
тағд	5	4	12	0
токса	3	3	12	0
тоқсұл	3	3	12	0
төрекел	6	3	12	0
тыққ	4	3	12	0
үйқа	5	4	12	0
циф	4	4	12	0
шайза	3	3	12	0
шамха	6	5	12	0
айрылт	5	3	11	0
аққайра	3	3	11	0
алысыл	6	3	11	0
асқарта	3	3	11	0
асуа	5	4	11	0
атг	3	3	11	0
әбдә	3	3	11	0
әлбаты	4	4	11	0
әусе	9	5	11	0
балж	7	5	11	0
бекұ	4	3	11	0
бюто	3	3	11	0
ведомоство	5	4	11	0
горко	3	3	11	0
ғаріпл	3	3	11	0
делб	4	4	11	0
елегзі	6	4	11	0
жабба	3	3	11	0
жамағатл	3	3	11	0
жанқұт	3	3	11	0
жарта	5	4	11	0
жолтаб	5	5	11	0
жылам	3	3	11	0
зұлыма	3	3	11	0
иріл	6	3	11	0
казе	3	3	11	0
камело	3	3	11	0
кәрта	4	3	11	0
киноө	3	3	11	0
көлжұ	3	4	11	0
көргенл	3	3	11	0
көрпіл	5	3	11	0
көтерліс	7	4	11	0
красноярскі	3	3	11	0
куми	8	5	11	0
күңре	3	3	11	0
күшә	3	3	11	0
қайбырт	5	4	11	0
қардашл	3	3	11	0
қорж	3	3	11	0
құбақұ	4	3	11	0
қүра	7	5	11	0
майта	3	3	11	0
мәнік	3	3	11	0
мойынұ	3	3	11	0
мұхтарта	4	3	11	0
мүпта	3	3	11	0
мырзақа	5	4	11	0
озғ	3	4	11	0
ойқа	3	3	11	0
ордаба	3	3	11	0
пианис	7	4	11	0
президум	4	3	11	0
ржақ	5	3	11	0
сазбал	5	3	11	0
самне	4	4	11	0
санжа	3	3	11	0
сбо	4	4	11	0
сценарис	7	3	11	0
тонл	3	3	11	0
төменшек	3	3	11	0
төнкеріл	6	3	11	0
түйсініл	4	3	11	0
үрү	4	4	11	0
фундаменталис	6	3	11	0
һүн	8	3	11	0
шәрбе	3	3	11	0
шүліңгі	4	4	11	0
шыс	6	4	11	0
эпи	3	3	11	0
айырғақ	9	5	10	0
аққ	3	3	10	0
аққола	3	3	10	0
алқұ	4	4	10	0
алтайта	8	4	10	0
алтыш	3	3	10	0
әлмаге	4	4	10	0
әлімжет	3	3	10	0
баптис	8	4	10	0
барұ	3	3	10	0
баске	3	3	10	0
бассей	3	3	10	0
бекә	3	3	10	0
берә	5	5	10	0
бисеке	3	3	10	0
бүзыл	7	4	10	0
варияция	5	4	10	0
газн	3	3	10	0
гүлда	4	4	10	0
гүлшаһ	5	5	10	0
ғазизла	3	3	10	0
ғиззатл	4	3	10	0
дымбіл	4	3	10	0
жерша	4	4	10	0
жүзағаш	11	5	10	0
жүмса	6	4	10	0
жылқ	5	3	10	0
залымл	4	4	10	0
иафе	3	3	10	0
ишеке	5	4	10	0
йті	3	3	10	0
каһарма	3	3	10	0
кәріта	4	4	10	0
колонис	6	3	10	0
коңыра	3	3	10	0
көгү	3	3	10	0
көрікл	3	3	10	0
куәлә	5	4	10	0
күла	6	4	10	0
қанжауғы	3	3	10	0
қарашә	5	5	10	0
қатынл	3	3	10	0
қауһ	4	3	10	0
қипат	5	5	10	0
қолқаб	4	3	10	0
қосту	6	5	10	0
лха	3	3	10	0
матре	3	3	10	0
моис	6	3	10	0
мүдда	8	5	10	0
мүмінл	5	5	10	0
нела	5	5	10	0
ойлам	4	3	10	0
өңдір	4	5	10	0
өрта	3	3	10	0
періш	7	4	10	0
полифе	4	3	10	0
сарайба	4	3	10	0
скипе	4	4	10	0
сужұқ	5	3	10	0
сықы	3	3	10	0
тайба	3	3	10	0
тобольскі	4	4	10	0
тональ	7	3	10	0
туғра	8	5	10	0
тусі	5	4	10	0
тысқ	4	4	10	0
үндел	7	4	10	0
үңгірта	4	4	10	0
үңі	8	5	10	0
хатиры	4	4	10	0
хәрп	5	4	10	0
һамр	3	3	10	0
һая	4	4	10	0
һешқайс	4	4	10	0
шамсу	5	5	10	0
шамұра	3	3	10	0
ширы	6	3	10	0
шоңке	3	3	10	0
щығ	4	3	10	0
эде	5	5	10	0
эро	4	4	10	0
арақа	4	3	9	0
аяққұ	3	3	9	0
әули	6	4	9	0
борқ	3	3	9	0
бірбі	3	3	9	0
гени	3	3	9	0
грамматис	6	3	9	0
гүлжаһ	4	4	9	0
ғаба	3	3	9	0
ғажда	4	4	9	0
дұғ	4	4	9	0
еренл	4	4	9	0
ехла	3	3	9	0
жайта	3	3	9	0
жаслық	6	3	9	0
жұбайұ	3	3	9	0
жыд	3	3	9	0
зорек	6	4	9	0
йафе	3	3	9	0
йығл	4	3	9	0
карьерис	8	4	9	0
кафф	3	3	9	0
кеужі	4	4	9	0
кинематографис	6	3	9	0
киіні	3	3	9	0
кұша	7	3	9	0
кімл	5	3	9	0
қабылданы	4	3	9	0
қалж	6	4	9	0
қалжын	5	4	9	0
қаске	4	3	9	0
қонж	3	3	9	0
қосе	3	3	9	0
қосқор	3	3	9	0
құрб	3	3	9	0
қүры	3	3	9	0
қыйна	5	4	9	0
қылдырт	5	3	9	0
лауфе	3	3	9	0
ленгі	3	3	9	0
майсу	4	4	9	0
малл	3	4	9	0
манз	4	3	9	0
мапаш	7	3	9	0
махка	5	4	9	0
махре	4	3	9	0
монад	10	4	9	0
найзаке	3	3	9	0
неқыл	7	4	9	0
нұртө	3	3	9	0
озде	3	3	9	0
оркесті	3	3	9	0
отғы	3	3	9	0
өбіл	3	3	9	0
пыша	3	3	9	0
ріг	3	3	9	0
самарка	4	3	9	0
сиғы	6	4	9	0
сұлтанха	3	3	9	0
тайрыл	4	3	9	0
термидо	4	3	9	0
түйсіг	4	3	9	0
тықұ	3	3	9	0
үйы	5	3	9	0
хаюа	4	3	9	0
цеза	4	3	9	0
шалжа	3	3	9	0
шаңла	3	3	9	0
шүңгі	3	3	9	0
ілімг	6	4	9	0
элю	3	3	9	0
алдарт	7	4	8	0
аманса	4	3	8	0
арасла	3	3	8	0
аяг	5	3	8	0
әбсәтта	3	3	8	0
әбілаха	3	3	8	0
әфен	4	3	8	0
балаге	4	4	8	0
баршынжа	4	3	8	0
басқо	4	3	8	0
басталым	3	3	8	0
батба	3	3	8	0
бейнеке	3	3	8	0
бекбо	5	4	8	0
белгұ	4	4	8	0
белорта	3	3	8	0
биме	4	3	8	0
бұғазла	4	3	8	0
дво	4	4	8	0
докторина	6	4	8	0
доктринё	5	3	8	0
долб	3	3	8	0
елегізі	4	3	8	0
ерүш	7	4	8	0
жамһұ	4	4	8	0
жанбаты	3	3	8	0
жаңғ	3	3	8	0
жөрел	9	4	8	0
жүһүдл	4	4	8	0
калиян	5	3	8	0
кәнба	4	4	8	0
койқап	8	4	8	0
комиссарият	4	3	8	0
комплек	3	3	8	0
көза	3	3	8	0
көка	4	3	8	0
көпжа	7	3	8	0
көптек	5	3	8	0
куе	3	3	8	0
қайғ	4	4	8	0
қарабе	7	4	8	0
қарақой	5	3	8	0
қома	3	3	8	0
қосмән	6	4	8	0
құйдырт	7	4	8	0
қүла	5	3	8	0
маңл	3	3	8	0
мәушарбақ	8	4	8	0
меллә	3	3	8	0
мима	5	3	8	0
мұхта	4	4	8	0
николаевс	5	3	8	0
орқ	3	3	8	0
парақтал	3	3	8	0
пахо	5	4	8	0
пәйт	4	3	8	0
пәрмә	3	3	8	0
пешав	3	3	8	0
пилорама	3	3	8	0
порн	5	4	8	0
префек	5	4	8	0
сарқұ	3	3	8	0
сарс	4	3	8	0
сарұя	4	4	8	0
сұнқ	3	3	8	0
тажі	4	4	8	0
таймұ	3	3	8	0
тасқұ	4	3	8	0
тастыш	5	4	8	0
тауте	3	4	8	0
тәкап	5	3	8	0
тиа	3	3	8	0
тигер	3	3	8	0
түи	6	4	8	0
түркіба	3	3	8	0
уақытл	3	3	8	0
уәзім	5	4	8	0
үйсінта	3	3	8	0
үшжа	3	3	8	0
факултет	5	3	8	0
фильт	4	3	8	0
фро	3	3	8	0
хараса	3	3	8	0
хоба	4	4	8	0
хозу	3	4	8	0
чус	4	3	8	0
шант	3	3	8	0
шейба	3	3	8	0
шкаб	4	3	8	0
эрде	3	3	8	0
эфро	3	3	8	0
автономис	6	3	7	0
айсеке	3	3	7	0
ақм	3	3	7	0
апао	3	3	7	0
атраб	3	3	7	0
бабаура	3	3	7	0
бадбақ	5	3	7	0
баймага	3	3	7	0
балаке	3	3	7	0
бассе	3	3	7	0
бига	3	3	7	0
бозыл	5	3	7	0
брюме	3	3	7	0
бұйр	3	3	7	0
ғарс	3	3	7	0
ғасі	3	3	7	0
ғиа	3	3	7	0
ғұнна	5	3	7	0
дербестел	3	3	7	0
дүие	3	3	7	0
елса	3	3	7	0
жантө	3	3	7	0
жарылғ	4	3	7	0
жұмақа	3	3	7	0
зейнетле	3	3	7	0
имамл	3	3	7	0
ишла	3	3	7	0
кеменг	3	3	7	0
кеуке	3	3	7	0
клео	4	3	7	0
көзле	3	3	7	0
кітапл	3	3	7	0
қалс	3	3	7	0
қартей	4	3	7	0
қирал	3	3	7	0
қиус	5	3	7	0
құмбас	3	3	7	0
қыйқ	3	3	7	0
лобж	3	3	7	0
мизма	4	3	7	0
милитарис	6	3	7	0
минст	5	3	7	0
мұзап	3	3	7	0
мүре	3	3	7	0
мүрсә	3	3	7	0
оғланл	3	3	7	0
орато	4	3	7	0
орке	3	3	7	0
өнек	5	3	7	0
өтекел	6	3	7	0
падно	3	3	7	0
пато	3	3	7	0
плэн	3	3	7	0
пұр	3	3	7	0
пьесса	4	3	7	0
рангі	4	3	7	0
ривь	3	3	7	0
роме	4	3	7	0
сақл	3	3	7	0
семент	3	3	7	0
сұлта	3	3	7	0
сұма	3	3	7	0
сүлфа	3	3	7	0
сыжа	3	3	7	0
тапба	3	3	7	0
террасса	3	3	7	0
тле	3	3	7	0
төртаяқ	7	3	7	0
түркта	7	3	7	0
тынеке	3	3	7	0
уит	3	3	7	0
ульяновскі	3	3	7	0
ұйп	4	3	7	0
үсы	4	3	7	0
хасе	3	3	7	0
шағла	3	3	7	0
шақла	3	3	7	0
шамырқант	6	3	7	0
шаһаря	4	3	7	0
шиха	3	3	7	0
школя	5	3	7	0
ізе	4	3	7	0
ілег	5	3	7	0
ісм	5	3	7	0
ағз	3	3	6	0
айрма	7	3	6	0
ақмеде	4	3	6	0
ақұ	4	3	6	0
анже	5	3	6	0
анл	4	3	6	0
антагонис	6	3	6	0
асаус	3	3	6	0
асбап	7	3	6	0
ауқа	3	3	6	0
әндетіл	3	3	6	0
бакха	3	3	6	0
бекбаз	3	3	6	0
бишә	4	3	6	0
бұрматал	7	3	6	0
біреке	4	3	6	0
валта	3	3	6	0
ғанимда	3	3	6	0
дәлбеде	3	3	6	0
дұшманл	3	3	6	0
дінн	4	3	6	0
елме	3	3	6	0
ерта	5	3	6	0
жанкі	4	3	6	0
жаршағыл	7	3	6	0
жәлү	3	3	6	0
жиена	3	3	6	0
жүртта	3	3	6	0
жыйн	4	3	6	0
зақа	3	3	6	0
зертге	4	3	6	0
исаковн	3	3	6	0
исламл	3	3	6	0
кайғыр	3	3	6	0
кәрсо	3	3	6	0
кетеке	3	3	6	0
клика	6	3	6	0
көкре	5	3	6	0
көктек	3	3	6	0
көрта	3	3	6	0
куәләндыр	4	3	6	0
кұрылым	4	3	6	0
күи	4	3	6	0
күлқа	3	3	6	0
күнбо	6	3	6	0
күнса	3	3	6	0
кіріктіріл	6	3	6	0
кюрнберг	5	3	6	0
қазбе	7	3	6	0
қамаға	4	3	6	0
қах	3	3	6	0
қаһма	3	3	6	0
қобылн	7	3	6	0
қостек	5	3	6	0
қосыұ	3	3	6	0
малғұнл	3	3	6	0
меһра	3	3	6	0
монофилит	5	3	6	0
мумм	3	3	6	0
мұқамат	3	3	6	0
мһт	3	3	6	0
нарцис	7	3	6	0
науади	3	3	6	0
ндеб	3	3	6	0
нұршаш	3	3	6	0
огу	3	3	6	0
өпек	4	3	6	0
өтектел	3	3	6	0
психоаналис	8	3	6	0
піруәда	5	3	6	0
разьез	5	3	6	0
рейтин	6	3	6	0
руһбанл	3	3	6	0
саноб	3	3	6	0
сарбес	3	3	6	0
сойдақті	3	3	6	0
страто	3	3	6	0
субқұры	3	3	6	0
сімі	3	3	6	0
тайкеш	3	3	6	0
тайсалт	4	3	6	0
тамақс	4	3	6	0
тамамла	4	3	6	0
тассуат	5	3	6	0
тауеке	3	3	6	0
тауле	3	3	6	0
тәна	4	3	6	0
тәңіре	3	3	6	0
текк	3	3	6	0
теоцентризм	6	3	6	0
теро	3	3	6	0
тиара	4	3	6	0
тоқс	3	3	6	0
туро	3	3	6	0
түғы	3	3	6	0
тыйл	5	3	6	0
тюлен	4	3	6	0
уәсуа	3	3	6	0
уйба	3	3	6	0
учаскі	5	3	6	0
ұлықл	3	3	6	0
ұңқы	3	3	6	0
хаді	4	3	6	0
хикметл	3	3	6	0
целебе	4	3	6	0
шаймі	3	3	6	0
шаһзара	3	3	6	0
шаһқ	5	3	6	0
шәһия	4	3	6	0
шиза	3	3	6	0
шовинис	4	3	6	0
шоқб	3	3	6	0
штарт	3	3	6	0
шұһба	3	3	6	0
шымба	4	3	6	0
ылда	3	3	6	0
ымла	3	3	6	0
істап	3	3	6	0
ішпы	3	3	6	0
іііе	3	3	6	0
эйм	3	3	6	0
